,case number,Timestamp,Who was the member adjudicating the decision?,What was the location of the landlord tenant board?,Did the decision state the landlord was represented?,Did the decision state the landlord attended the hearing?,Did the decision state the tenant was represented?,Did the decision state the tenant attended the hearing?,Did the decision state the landlord was a not-for-profit landlord (e.g. Toronto Community Housing)?,Did the decision state the tenant was collecting a subsidy?,What was the outcome of the case?,"What was the length of the tenancy, or in other words, how long had the tenants lived at the residence in question? ",What was the monthly rent?,What was the amount of the rental deposit? ,"If any rent increases occurred, what was the rent after the increase(s)?",What was the total amount of arrears?,Over how many months did the arrears accumulate? ,"If the tenant made a payment on the arrears after the eviction notice was served and/or prior to the hearing, what was the amount of the payment? ","Did the decision mention a history of arrears by the tenant separate from the arrears in the current claim (more than one period of arrears, recurrently coming in and out of arrears, arrears with previous landlord, etc.)?","Did the member find the tenant had or seemed to have the ability to pay rent, but chose not do so?","What were the specific mental, medical, or physical conditions of the tenant, if any? ",Did the decision state that the tenant had children living with them?,Was the tenant employed at the time of the hearing?,"If the tenant was not employed, did the decision state the tenant was receiving any form of government assistance (e.g. OW, childcare benefits, ODSP, OSAP)?","If the tenant was employed, did the decision state any doubts about the stability of employment e.g. lack of guaranteed hours, contract work, etc.?",Did the member find the tenant had sufficient income to pay rent?,Did the decision mention the tenant lost their job leading up to or during the period of the hearing?,"Did the decision mention any other extenuating circumstances experienced by the tenant leading up to or during the period of the claim (e.g. hospitalization, death in the family, etc.)?","Did the decision mention the tenant’s difficulty finding alternative housing for any reason e.g.physical limitations, reliance on social assistance, etc.?",Did the decision state the tenant was given prior notice for the eviction?,Did the decisions state postponement would result in the tenant accruing additional arrears?,Which other specific applications of the landlord or the tenant were mentioned?,Did the decision mention the validity of an N4 eviction notice?,Payment Plan
226,CEL-66886-17,12/28/2020 14:00:52,Lynn Mitchell,Mississauga,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,800.0,0,4800.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,['N8'],0,0.0
227,CEL-67101-17,12/28/2020 14:09:39,Harry Cho,Barrie,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,1700.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
228,CEL-67109-17,1/6/2021 12:32:26,Alex Brkic,Mississauga,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5600.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,['L1'],0,0.0
229,CEL-67620-17,12/28/2020 14:44:06,Alex Brkic,Mississauga,1,0,0,0,0,0,No relief,7.0,1595.9445741324917,800.0,0,3200.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N5', 'N8']",0,0.0
230,CEL-68020-17,12/28/2020 14:52:30,Alex Brkic,Mississauga,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1850.0,0,3950.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'L3']",0,0.0
231,TEL-89910-18,1/14/2021 15:40:34,Jim McMaster,Belleville ,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,920.0,0,1920.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
232,CEL-68634-17,1/6/2021 12:33:47,Avril Cardoso,Mississauga,1,0,1,0,0,0,Postponement of eviction,72.0,1595.9445741324917,1555.0,0,1714.95,3.0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,"['L1', 'L2', 'N8']",0,0.0
233,TEL-89912-18,1/14/2021 15:45:35,Jim McMaster,Peterborough ,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1700.0,0,2715.98,2.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'N5']",0,0.0
234,TEL-89993-18,1/14/2021 15:48:19,Elana Rose,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1249.72,0,1229.82,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
235,CEL-68793-17-RV,12/28/2020 15:22:38,Karen Wallace,Barrie,1,0,1,0,0,0,Postponement of eviction,6.306049004594181,1036.41,976.19,0,4610.04,5.0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,[],0,0.0
236,TEL-90055-18,1/14/2021 15:54:30,Elana Rose,Toronto,0,1,1,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,11100.0,6.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,"['L1', 'L2', 'N5']",0,0.5
237,CEL-69024-17,1/6/2021 12:34:52,Tiisetso Russell,Mississauga,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1544.83,0,6179.32,4.0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,[],0,0.5
238,TEL-90112-18,1/14/2021 15:57:09,Elana Rose,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,980.0,0,1562.45,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
239,CEL-69750-17,12/28/2020 15:39:43,Lisa Del Vecchio,Mississauga,1,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5700.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N5']",0,0.0
240,TEL-90120-18,1/14/2021 15:59:33,Shelby Whittick,Toronto,0,1,0,1,0,0,Payment plan,6.306049004594181,1595.9445741324917,1400.0,0,5790.0,4.0,0,0,0,0,1,1,0,-1,0,0,1,0,1,0,[],0,1.0
241,CEL-69848-17,1/6/2021 12:36:15,Avril Cardoso,Mississauga,1,0,1,0,0,1,Postponement of eviction,96.0,1250.66,1250.66,0,2822.64,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N8']",0,0.0
242,TEL-90179-18,1/14/2021 16:07:59,Shelby Whittick,Toronto,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1700.0,0,6800.0,5.0,1,0,0,0,0,1,0,-1,0,1,0,0,1,0,[],0,0.5
243,TEL-90188-18,1/14/2021 16:16:55,Laura Hartslief,Peterborough ,1,0,0,1,0,0,No relief,60.0,1595.9445741324917,900.0,0,2900.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,[],0,0.0
244,TEL-75185-16,1/31/2021 21:33:18,Shelby Whittick,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1024.13,0,3070.36,12.0,1,1,1,1,0,1,0,-1,1,0,1,0,1,1,[],0,0.5
245,TEL-90294-18,1/14/2021 16:25:40,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1143.42,0,3406.58,3.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,[],0,0.0
246,TEL-90345-18,1/14/2021 17:18:41,Laura Hartslief,Toronto,1,0,0,1,0,0,Postponement of eviction,8.5,1595.9445741324917,2100.0,0,8400.0,5.0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,[],0,0.0
247,TEL-75630-16,1/31/2021 21:33:44,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1062.35,935.0,0,4456.63,8.0,1,1,0,0,1,-1,1,0,0,1,0,0,1,1,[],0,0.5
248,TEL-75637-16,12/28/2020 17:14:10,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,879.0,0,2668.73,4.0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,[],0,0.0
249,TSL-93802-18,12/28/2020 17:14:38,Roderick Flynn,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,1795.65,3.0,1,0,0,0,1,0,0,-1,0,0,0,0,1,0,[],0,0.0
250,TSL-93873-18,12/28/2020 17:25:45,Roderick Flynn,Toronto,1,0,1,0,0,0,Pay on time order,6.306049004594181,1595.9445741324917,1168.08,0,3863.91,4.0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,"['L1', 'L2']",0,1.0
251,TSL-93963-18,12/28/2020 17:37:56,Nancy Henderson,Toronto,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,2300.0,1365.9816966067865,0,4600.0,4.0,0,0,0,0,1,1,0,-1,1,0,0,1,1,0,"['L2', 'L9']",1,0.0
252,TSL-94018-18,12/28/2020 17:47:59,David Lee,Toronto,1,1,0,1,0,0,No relief,12.0,1700.0,1365.9816966067865,0,18985.54,12.0,0,1,0,0,0,1,0,-1,0,0,0,0,1,0,['L1'],1,0.0
253,TSL-94190-18,12/28/2020 17:57:32,David Lee,Toronto,0,1,0,1,0,0,No relief,70.0,750.0,700.0,0,2250.0,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['L1', 'L2']",0,0.0
254,TEL-90354-18,1/14/2021 17:24:59,Laura Hartslief,Toronto,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1265.75,0,1791.8,17.0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,[],0,0.0
255,TSL-94248-18-RV,12/28/2020 18:08:53,Nancy Henderson,Toronto,1,0,0,0,0,0,No relief,5.0,1650.0,5.0,0,9602.17,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
256,TEL-90371-18   ,1/14/2021 17:28:09,Ruth Carey,Belleville ,0,1,0,1,0,0,No relief,7.5,1595.9445741324917,800.0,0,4800.0,6.0,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,[],0,0.0
257,TEL-90395-18,1/14/2021 17:31:26,Laura Hartslief,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1048.76,0,2097.52,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
258,CET-65284-17,12/29/2020 13:18:04,Avril Cardoso,Mississauga,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1400.0,0,3306.33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'L3', 'T2', 'T6', 'N5', 'N7']",0,0.0
259,TEL-90399-18,1/14/2021 17:43:33,Laura Hartslief,Toronto,0,1,0,1,0,0,No relief,11.0,1595.9445741324917,850.0,0,3000.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'N5']",0,0.0
260,TEL-90414-18,1/14/2021 17:46:18,Ruth Carey,Toronto,1,1,0,1,0,0,No relief,48.0,1320.45,1320.45,0,2638.47,3.0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,[],0,0.5
261,TEL-90458-18,1/14/2021 17:49:37,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,36.0,1595.9445741324917,1223.73,0,3651.62,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.5
262,TEL-90508-18,1/14/2021 17:52:20,Laura Hartslief,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1633.0,0,6441.0,29.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
263,TEL-90634-18   ,1/14/2021 18:01:25,Shelby Whittick,Toronto,1,1,0,1,0,0,Payment plan,6.306049004594181,1595.9445741324917,1100.0,0,4190.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,1.0
264,HOL-02425-18-RV,12/29/2020 12:04:09,Karen Wallace,Mississauga,1,1,0,1,0,0,No relief,48.0,2000.0,2000.0,0,12743.87,9.0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,[],1,0.0
265,HOL-02425-18-RV,12/29/2020 12:04:31,Karen Wallace,Mississauga,1,1,0,1,0,0,No relief,48.0,2000.0,2000.0,0,12743.87,9.0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,[],1,0.0
266,HOL-02487-18,12/29/2020 12:31:14,Tiisetso Russell,Mississauga,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5067.24,3.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,[],1,0.0
267,EAL-60748-16,1/6/2021 12:39:28,Philippe Rabot,Ottawa,1,0,0,1,0,0,No relief,6.0,830.0,1365.9816966067865,0,4150.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
268,HOL-02522-18,12/29/2020 12:46:19,Sylvia Watson,Toronto,1,1,1,1,0,0,No relief,40.0,4420.0,1365.9816966067865,0,25000.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,[],0,0.0
269,EAL-61057-16,12/29/2020 12:46:57,John Nolan,Ottawa,1,0,0,1,0,0,No relief,6.306049004594181,1430.0,1382.0,0,4290.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
270,EAL-61782-16,12/29/2020 13:27:44,Philippe Rabot,Kingston,1,0,0,0,0,0,No relief,16.0,1377.0,1350.0,0,1708.6,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
271,EAL-62115-16,1/11/2021 12:31:18,John Nolan,Ottawa,1,0,0,0,0,0,No relief,6.306049004594181,1252.49,1199.0,0,3757.47,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N8']",0,0.0
272,HOL-02639-18-RV,12/29/2020 13:14:07,Nancy Henderson,Toronto,1,1,0,1,0,0,Postponement of eviction,6.306049004594181,3600.0,3600.0,0,6795.62,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
273,EAL-62437-17,12/29/2020 13:38:52,Shelby Whittick,Belleville,1,1,0,1,0,0,Payment plan,6.306049004594181,1300.0,1150.0,0,1520.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2']",0,0.0
274,HOL-02707-18,12/29/2020 13:39:10,Michael Soo,Toronto,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3330.55,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
275,HOL-02707-18,12/29/2020 13:39:23,Michael Soo,Toronto,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,3330.55,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
276,TEL-06652-19,12/29/2020 13:40:53,Shelby Whittick,Belleville,0,0,1,1,0,0,Payment plan,6.306049004594181,789.94,1365.9816966067865,0,5000.46,7.0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,[],0,1.0
277,EAL-65781-17,1/6/2021 12:42:31,Laura Hartslief,Belleville,1,0,1,1,0,0,Postponement of eviction,120.0,1595.9445741324917,1365.9816966067865,0,4940.0,9.0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,[],0,0.5
278,EAL-65864-17,1/6/2021 12:43:58,Thomas F. Fagan,Kingston,0,1,0,1,0,0,No relief,42.0,1330.96,1310.0,0,11731.04,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,['L1'],1,0.0
279,TEL-06535-19,12/29/2020 14:08:06,Shelby Whittick,Toronto,1,0,0,1,0,1,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,1,12917.51,48.0,1,0,0,0,0,1,0,-1,1,0,1,0,1,1,[],0,0.0
280,EAL-68762-17,12/29/2020 14:11:52,Ruth Carey,Ottawa,1,0,0,0,0,0,Conditional relief,6.306049004594181,1595.9445741324917,845.0,0,3480.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
281,EAL-68763-17,12/29/2020 14:18:11,Ruth Carey,Ottawa,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,850.0,0,2900.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
282,EAL-68765-17,12/29/2020 14:25:17,Ruth Carey,Ottawa,1,0,0,0,0,0,Conditional relief,6.306049004594181,1595.9445741324917,915.0,0,3520.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
283,TEL-06544-19,12/29/2020 14:29:51,Sonia Anwar-Ali,Belleville,0,1,0,1,0,0,Postponement of eviction,12.0,850.0,850.0,0,3525.0,12.0,1,0,0,0,0,1,-1,0,0,1,0,0,1,1,[],1,0.5
284,EAL-68814-17,12/29/2020 14:31:32,Ruth Carey,Ottawa,1,0,0,0,0,0,Conditional relief,6.306049004594181,1595.9445741324917,1046.0,0,4225.22,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
285,HOL-01143-17,12/29/2020 14:41:04,Laura Hartslief,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1975.0,0,11850.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
286,TEL-06648-19,12/29/2020 14:42:22,Sonia Anwar-Ali,Toronto,1,1,0,1,0,0,Conditional Order,6.306049004594181,2435.0,1365.9816966067865,0,5240.342916006339,9.0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,['N8'],0,1.0
287,HOL-01185-17-RV,12/29/2020 14:57:59,Roger Rodrigues,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1800.0,1200.0,0,11654.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L9']",1,0.0
288,TEL-05886-19,12/29/2020 14:58:06,Shelby Whittick,Whitby,1,1,0,1,0,0,Conditional order,6.306049004594181,1595.9445741324917,1500.0,0,110.45,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,['N5'],0,0.0
289,HOL-01336-17-RV,12/29/2020 15:08:52,Karen Wallace,Mississauga,1,0,0,1,0,0,No relief,14.0,1800.0,1800.0,0,1448.41,14.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L9']",0,0.0
290,HOL-01347-17,12/29/2020 15:37:35,Ruth Carey,Toronto,1,1,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1500.0,0,4710.0,3.0,0,0,0,0,1,1,-1,1,0,0,1,1,1,1,[],0,0.0
291,HOL-01476-17,12/29/2020 15:31:06,Roderick Flynn,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1525.0,1525.0,0,3575.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
292,HOL-01514-17,12/29/2020 15:40:08,Avril Cardoso,Mississauga,1,0,0,1,0,0,Payment plan,6.306049004594181,1475.0,1475.0,0,2950.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,1.0
293,HOL-01517-17,12/29/2020 15:44:27,Roderick Flynn,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,3235.0,3235.0,0,12940.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
294,HOL-01611-17,12/29/2020 15:49:10,Nancy Henderson,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,2100.0,2100.0,0,4200.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
295,NOL-26612-17,1/6/2021 12:51:28,Lisa Stevens,Sudbury,0,1,0,1,0,0,No relief,35.0,1100.0,1100.0,0,3800.0,4.0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,"['L2', 'N5']",0,0.5
296,NOL-29035-17,12/29/2020 16:05:52,Gobinder Randhawa,Sudbury,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,2025.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"['L1', 'L2']",0,0.0
297,NOL-29541-17,12/29/2020 16:11:14,Gobinder Randhawa,Thunder Bay,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1200.0,0,1850.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
298,SOL-76001-16,12/29/2020 16:18:21,Michael Soo,Brantford,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,4800.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
299,SOL-76563-16-RV,1/6/2021 12:53:22,Cristina De Leon-Culp,Hamilton,1,1,1,1,0,1,Payment plan,396.0,635.0,1365.9816966067865,0,3120.0,5.0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,[],0,1.0
300,SOL-77369-16,12/29/2020 16:33:47,Michael Soo,Burlington,1,1,0,0,0,0,No relief,6.306049004594181,2500.0,1365.9816966067865,0,15000.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,['L1'],1,0.0
301,HOL-02735-18,12/29/2020 23:01:00,Renee Lang,Toronto,0,1,0,1,0,0,Postponement of eviction,20.0,2100.0,1365.9816966067865,0,3856.99,3.0,0,0,0,1,0,-1,1,0,0,0,0,0,1,1,['L1'],1,0.5
302,HOL-02995-18-RV,12/29/2020 23:09:03,Roderick Flynn,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,2500.0,2500.0,0,1397.26,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,[],0,0.0
303,HOL-03023-18-RV,12/29/2020 23:21:34,Ruth Carey,Toronto,1,0,0,1,0,0,No relief,16.0,1595.9445741324917,2100.0,0,3197.53,4.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,[],0,0.0
304,HOL-03157-18,12/29/2020 23:27:53,Jim McMaster,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,500.0,0,1612.05,2.0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,[],0,0.0
305,HOL-03461-18,12/29/2020 23:34:11,Harry Cho,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1700.0,0,1903.01,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,[],0,0.0
306,HOL-03461-18-RV  ,12/29/2020 23:42:34,Sylvia Watson,Toronto,0,1,0,1,0,0,Payment plan,6.306049004594181,1595.9445741324917,1365.9816966067865,0,6675.0,5.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,[],0,0.0
307,HOL-03632-18,12/29/2020 23:56:30,Anna Solomon,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,2840.0,1840.0,0,2212.45,4.0,0,0,1,0,0,1,0,-1,0,0,0,0,1,1,[],0,0.5
308,HOL-03632-18-RV,12/30/2020 0:06:34,Nancy Henderson,Toronto,0,0,0,0,0,0,Request to review is denied,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],0,0.0
309,HOL-03639-18,12/30/2020 0:47:37,Egya Sangmuah,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1100.0,0,5933.97,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
310,SOL-88977-17,12/30/2020 0:55:07,Michael Soo,Hamilton,1,0,0,1,0,0,No relief,6.306049004594181,1300.0,1300.0,0,812.05,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,[],0,0.0
311,SOL-91391-18,12/30/2020 1:01:22,Sean Henry,Hamilton,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,874.5,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
312,SOL-94063-18,12/30/2020 1:09:55,Ibi Olabode,Hamilton,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1000.0,1000.0,0,2894.52,3.0,0,0,0,1,0,1,0,-1,1,0,1,0,1,1,[],0,0.0
313,SWL-00849-17,12/30/2020 1:19:04,Carol McDermott,London,0,1,0,0,0,0,No relief,6.306049004594181,600.0,0.0,0,14777.64,18.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'L8']",0,0.0
314,TEL-87341-18,1/28/2021 20:22:45,Ruth Carey,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1397.33,1402.5,1,5564.97,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
315,TEL-87379-18,1/28/2021 20:24:14,Gobinder Randhawa,Toronto,0,1,0,1,0,0,Payment plan,6.306049004594181,1348.04,1365.9816966067865,0,4044.12,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'L8']",0,1.0
316,TEL-87475-18; TET-86819-17; TET-88355-18,1/28/2021 20:25:28,Jim McMaster,Toronto,1,0,1,1,0,0,Postponement of eviction,35.0,1565.5,1550.0,0,9393.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'T2', 'T6']",0,0.0
317,TEL-87479-18,1/28/2021 20:27:20,Laura Hartslief,Toronto,0,0,0,0,0,0,No relief,7.0,1595.9445741324917,1550.0,0,5100.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['N7'],0,0.0
318,TEL-87533-18,12/31/2020 22:19:20,Shelby Whittick,Toronto,1,1,0,0,0,0,No relief,25.0,750.0,750.0,0,1254.79,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['L2', 'L3', 'L9']",0,0.0
319,TEL-87594-18,1/28/2021 20:29:47,Ruth Carey,Toronto,1,1,0,0,0,0,No relief,5.0,1595.9445741324917,1545.0,0,2735.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,[],0,0.0
320,SWL-08112-17/SWL-08113-17,12/30/2020 14:03:44,Lorraine Mathers,"Not stated, hearing in Windsor",1,1,0,1,0,0,No relief,204.0,761.0,0.0,0,394.52,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,"['L1', 'L2', 'N5']",0,0.0
321,SWL-09935-17,12/30/2020 14:56:40,Lorraine Mathers,London,1,0,0,1,0,0,Postponement of eviction,18.0,240.03,0.0,0,1901.17,8.0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"['L1', 'L2', 'N5']",0,0.0
322,SWL-10701-17,12/30/2020 15:05:35,Lorraine Mathers,London,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,695.0,0.0,0,444.84,1.0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,['N5'],0,0.0
323,SWL-11020-17,12/30/2020 15:18:39,Nathan Ferguson,London,0,1,0,1,0,0,Postponement of eviction,7.0,1800.0,1800.0,0,5400.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"['L1', 'L2']",0,0.0
324,SWL-11574-17,12/30/2020 15:27:06,Lorraine Mathers,London,1,0,0,0,0,0,No relief,6.306049004594181,1350.0,0.0,0,3315.75,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2', 'N5', 'N8']",0,0.0
325,TEL-87731-18,1/28/2021 20:30:51,Jim McMaster,Toronto,1,0,0,0,0,0,No relief,14.0,1595.9445741324917,1246.62,0,5078.01,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
326,SWL-11631-17,12/30/2020 15:44:02,Kevin Lundy,London,1,0,0,1,0,0,Postponement of eviction,16.0,800.0,800.0,0,420.82,1.0,1,0,0,1,1,1,0,-1,1,1,1,0,1,1,"['L1', 'L2']",0,0.0
327,TEL-87732-18,1/28/2021 20:33:11,Shelby Whittick,Toronto,0,1,0,0,0,0,No relief,29.0,1595.9445741324917,790.0,0,1593.66,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"['L1', 'L2', 'N6']",0,0.0
328,SWL-11849-17,12/30/2020 15:54:54,Carol McDermott,London,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,1,0,0,0,0,1,0,0,1,1,0,[],0,0.0
